disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
placental abruption,Placental abruption,"Placental abruption is when the placenta separates early from the uterus, in other words separates before childbirth. It occurs most commonly around 25 weeks of pregnancy. Symptoms may include vaginal bleeding, lower abdominal pain, and dangerously low blood pressure. Complications for the mother can include disseminated intravascular coagulopathy and kidney failure. Complications for the baby can include fetal distress, low birthweight, preterm delivery, and stillbirth.",vaginal bleeding | low | abdominal pain | dangerously low blood pressure | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Blausen_0737_PlacentalAbruption.png/330px-Blausen_0737_PlacentalAbruption.png,data/images/placental_abruption.jpg
preterm birth,Preterm labor,"Preterm birth, also known as premature birth, is the birth of a baby at fewer than 37 weeks gestational age, as opposed to full-term delivery at approximately 40 weeks. Extreme preterm is less than 28 weeks, very early preterm birth is between 28 and 32 weeks, early preterm birth occurs between 32 and 34 weeks, late preterm birth is between 34 and 36 weeks' gestation. These babies are also known as premature babies or colloquially preemies or premmies. Symptoms of preterm labor include uterine c",birth | of a | baby | at younger than 37 weeks' | gestational age | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Premature_infant_with_ventilator.jpg/330px-Premature_infant_with_ventilator.jpg,data/images/preterm_birth.jpg
prelabor rupture of membranes,Premature rupture of membranes,"Prelabor rupture of membranes (PROM), previously known as premature rupture of membranes, is breakage of the amniotic sac before the onset of labour. Women usually experience a painless gush or a steady leakage of fluid from the vagina. Complications in the baby may include premature birth, cord compression, and infection. Complications in the mother may include placental abruption and postpartum endometritis.",vagina | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Positive_Fern_Test.jpg/330px-Positive_Fern_Test.jpg,data/images/prelabor_rupture_of_membranes.jpg
postpartum bleeding,Postpartum hemorrhage,"Postpartum bleeding or postpartum hemorrhage (PPH) is significant blood loss following childbirth. It is the most common cause of maternal death worldwide, disproportionately affecting developing countries. Definitions and criteria for diagnosis are highly variable. PPH is defined by the World Health Organization as ""blood loss of 500 ml or more within 24 hours after birth"", though signs of shock have also been used as a definition. Some bleeding after childbirth is normal and is called lochia. ",significant blood loss after | childbirth | increased heart rate | feeling faint upon standing | increased breath rate | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/NASG_rocket_girl_photo.jpg/330px-NASG_rocket_girl_photo.jpg,data/images/postpartum_bleeding.jpg
postpartum depression,Postpartum depression,"Postpartum depression (PPD), also known as perinatal depression, is a mood disorder which may be experienced by pregnant or postpartum women. Symptoms include extreme sadness, low energy, anxiety, crying episodes, irritability, and extreme changes in sleeping or eating patterns. PPD can also negatively affect the newborn child.",extreme sadness | low energy | anxiety | changes in sleeping or eating patterns | crying episodes | irritability | [ | 1 | ],9,,
mastitis,Mastitis,"Mastitis is inflammation of the breast or udder, usually associated with breastfeeding. Symptoms typically include local pain and redness. There is often an associated fever and general soreness. Onset is typically fairly rapid and usually occurs within the first few months of delivery. Complications can include abscess formation.",localized breast pain and redness | fever | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Atlas_of_clinical_surgery%3B_with_special_reference_to_diagnosis_and_treatment_for_practitioners_and_students_%281908%29_%2814768289625%29.jpg/330px-Atlas_of_clinical_surgery%3B_with_special_reference_to_diagnosis_and_treatment_for_practitioners_and_students_%281908%29_%2814768289625%29.jpg,data/images/mastitis.jpg
mastitis,Breast abscess,"Mastitis is inflammation of the breast or udder, usually associated with breastfeeding. Symptoms typically include local pain and redness. There is often an associated fever and general soreness. Onset is typically fairly rapid and usually occurs within the first few months of delivery. Complications can include abscess formation.",localized breast pain and redness | fever | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Atlas_of_clinical_surgery%3B_with_special_reference_to_diagnosis_and_treatment_for_practitioners_and_students_%281908%29_%2814768289625%29.jpg/330px-Atlas_of_clinical_surgery%3B_with_special_reference_to_diagnosis_and_treatment_for_practitioners_and_students_%281908%29_%2814768289625%29.jpg,data/images\Mastitis.jpg
bacterial vaginosis,Bacterial vaginosis,"Bacterial vaginosis (BV) is an infection of the vagina caused by excessive growth of bacteria. Common symptoms include increased vaginal discharge that often smells like fish. The discharge is usually white or gray in color. Burning with urination may occur. Itching is uncommon. Occasionally, there may be no symptoms. Having BV approximately doubles the risk of infection by a number of sexually transmitted infections, including HIV/AIDS. It also increases the risk of early delivery among pregnan",vaginal discharge | that often smells like fish | burning with urination | [ | 2 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Normal_vaginal_flora_versus_bacterial_vaginosis_on_Pap_stain.jpg/330px-Normal_vaginal_flora_versus_bacterial_vaginosis_on_Pap_stain.jpg,data/images\Bacterial_vaginosis.jpg
vaginal yeast infection,Vulvovaginal candidiasis,"Vaginal yeast infection, also known as candidal vulvovaginitis and vaginal thrush, is excessive growth of yeast in the vagina that results in irritation. The most common symptom is vaginal itching, which may be severe. Other symptoms include burning with urination, a thick, white vaginal discharge that typically does not smell bad, pain during sex, and redness around the vagina. Symptoms often worsen just before a period.",vaginal itching | burning with urination | white and thick | vaginal discharge | pain with sex | redness around the vagina | [ | 1 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Vaginal_candidiasis%2C_Gram_stain.jpg/330px-Vaginal_candidiasis%2C_Gram_stain.jpg,data/images\Vaginal_yeast_infection.jpg
trichomoniasis,Trichomoniasis,"Trichomoniasis (trich) is an infectious disease caused by the parasite Trichomonas vaginalis. About 70% of affected people do not have symptoms when infected. When symptoms occur, they typically begin 5 to 28 days after exposure. Symptoms can include itching in the genital area, a bad smelling thin vaginal discharge, burning with urination, and pain with sex. Having trichomoniasis increases the risk of getting HIV/AIDS. It may also cause complications during pregnancy.",itching in the | genital area | yellow-green bad smelling thin | vaginal discharge | burning with urination | pain with sex | [ | 1 | ] | [ | 2 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Trichomonas_May-Gr%C3%BCnwald_staining.jpg/330px-Trichomonas_May-Gr%C3%BCnwald_staining.jpg,data/images/trichomoniasis.jpg
genital herpes,Genital herpes,"Genital herpes is a herpes infection of the genitals caused by the herpes simplex virus (HSV). Most people either have no or mild symptoms and thus do not know they are infected. When symptoms do occur, they typically include small blisters that break open to form painful ulcers. Flu-like symptoms, such as fever, aching, or swollen lymph nodes, may also occur. Onset is typically around 4 days after exposure with symptoms lasting up to 4 weeks. Once infected further outbreaks may occur but are ge",none | small blisters | that break open to form painful | ulcers | flu-like symptoms | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/SOA-Herpes-genitalis-female.jpg/330px-SOA-Herpes-genitalis-female.jpg,data/images\Genital_herpes.jpg
genital wart,Genital warts,"Genital warts are a sexually transmitted infection caused by certain types of human papillomavirus (HPV). They may be flat or project out from the surface of the skin, and their color may vary; brownish, white, pale yellow, pinkish-red, or gray. There may be a few individual warts or several, either in a cluster or merged together to look cauliflower-shaped. They can be itchy and feel burning. Usually they cause few symptoms, but can occasionally be painful. Typically they appear one to eight mo",small bumps | in skin of genital area | varying sizes and shapes but typically protrude out | burning | itch | [ | 2 | ] | [ | 3 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/SOA-Condylomata-acuminata-around-anus.jpg/330px-SOA-Condylomata-acuminata-around-anus.jpg,data/images\Genital_wart.jpg
syphilis,Syphilis,"Syphilis is a sexually transmitted infection caused by the bacterium Treponema pallidum subspecies pallidum. The signs and symptoms depend on the stage it presents: primary, secondary, latent or tertiary. The primary stage classically presents with a single chancre, though there may be multiple sores. In secondary syphilis, a diffuse rash occurs, which frequently involves the palms of the hands and soles of the feet. There may also be sores in the mouth or vagina. Latent syphilis has no symptoms",firm | painless | non-itchy | skin ulcer | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Treponema_pallidum_Bacteria_%28Syphilis%29_%28cropped%29.jpg/330px-Treponema_pallidum_Bacteria_%28Syphilis%29_%28cropped%29.jpg,data/images\Syphilis.jpg
gonorrhea,Gonorrhea,"Gonorrhea or gonorrhoea, colloquially known as the clap, is a sexually transmitted infection (STI) caused by the bacterium Neisseria gonorrhoeae. Infection may involve the genitals, mouth, or rectum.",none | burning with urination | vaginal discharge | discharge from the | penis | pelvic pain | testicular pain | [ | 1 | ],10,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Gonococcal_lesion_on_the_skin_PHIL_2038_lores.jpg/330px-Gonococcal_lesion_on_the_skin_PHIL_2038_lores.jpg,data/images\Gonorrhea.jpg
chlamydia,Chlamydia,"Chlamydia, or more specifically a chlamydia infection, is a sexually transmitted infection caused by the bacterium Chlamydia trachomatis. Most people who are infected have no symptoms. When symptoms do appear, they may occur only several weeks after infection; the incubation period between exposure and being able to infect others is thought to be on the order of two to six weeks. Symptoms in women may include vaginal discharge or burning with urination. Symptoms in men may include discharge from",none | vaginal discharge | discharge from the penis | burning with urination | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Pap_smear_showing_clamydia_in_the_vacuoles_500x_H%26E.jpg/330px-Pap_smear_showing_clamydia_in_the_vacuoles_500x_H%26E.jpg,data/images\Chlamydia.jpg
